Identificador de la publicación,Nombre de usuario de la cuenta,Descripción,Hora de publicación,Enlace permanente,Tipo de publicación,Visualizaciones,Alcance,Me gusta,Veces que se compartió,Comentarios,Veces que se guardó,Seguimientos
18052284725278839,lentesplus.latam,,10/01/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3733862885925046568,Historia de Instagram,91,82,0,0,,,
18143650774418518,lentesplus.latam,,10/01/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3733861909012557595,Historia de Instagram,93,84,0,0,,,
17923383519139296,lentesplus.latam,,10/01/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3733861898141189604,Historia de Instagram,100,85,0,0,,,
17897874747165394,lentesplus.latam,,10/01/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3733860898999070498,Historia de Instagram,97,84,0,0,,,
17877683361409631,lentesplus.latam,,10/01/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3733860899518306235,Historia de Instagram,105,92,0,0,,,
17849948067561911,lentesplus.latam,,10/01/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3733860183224232792,Historia de Instagram,120,102,0,0,,,
18413379748112550,lentesplus.latam,,10/01/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3733860104278994913,Historia de Instagram,155,133,0,0,,,
18078917258055520,lentesplus.latam,,09/29/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3732423507141884217,Historia de Instagram,115,99,0,0,,,
18080647288796279,lentesplus.latam,,09/29/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3732413347648337048,Historia de Instagram,120,111,0,0,,,
18076283387017933,lentesplus.latam,,09/29/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3732412410749850246,Historia de Instagram,128,114,0,0,,,
18059253410144372,lentesplus.latam,,09/29/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3732412335714836060,Historia de Instagram,148,117,0,0,,,
18051109148292240,lentesplus.latam,,09/29/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3732411339123002880,Historia de Instagram,163,128,0,0,,,
18064376033070745,lentesplus.latam,,09/29/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3732410933113798387,Historia de Instagram,186,144,0,0,,,
17962480253991345,lentesplus.latam,,09/29/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3732410892530213549,Historia de Instagram,235,196,0,0,,,
17981568764906169,lentesplus.latam,,09/26/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3730239018080711044,Historia de Instagram,99,85,0,0,,,
17863800567471389,lentesplus.latam,,09/26/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3730238033292336806,Historia de Instagram,106,93,0,0,,,
17901953862269320,lentesplus.latam,,09/26/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3730238019602113940,Historia de Instagram,114,95,0,0,,,
18156545146376336,lentesplus.latam,,09/26/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3730237020485338520,Historia de Instagram,121,103,0,0,,,
17941784858935165,lentesplus.latam,,09/26/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3730237013229056805,Historia de Instagram,128,113,0,0,,,
17930849925098318,lentesplus.latam,,09/26/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3730236547560976665,Historia de Instagram,153,133,0,0,,,
17963667320823407,lentesplus.latam,,09/26/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3730236157398180431,Historia de Instagram,218,184,0,0,,,
17897584230295406,lentesplus.latam,,09/24/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3728789473740819481,Historia de Instagram,112,101,0,0,,,
18114634336522027,lentesplus.latam,,09/24/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3728789469303566212,Historia de Instagram,118,107,0,0,,,
18081714253944175,lentesplus.latam,,09/24/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3728788467098923996,Historia de Instagram,129,108,0,0,,,
18319773334215997,lentesplus.latam,,09/24/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3728788455540543416,Historia de Instagram,137,113,0,0,,,
17923410381113101,lentesplus.latam,,09/24/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3728787461061550649,Historia de Instagram,147,117,0,0,,,
18153060238401186,lentesplus.latam,,09/24/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3728787452145207088,Historia de Instagram,167,124,0,0,,,
18027246029679320,lentesplus.latam,,09/24/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3728787175044305807,Historia de Instagram,192,156,0,0,,,
18046329443664538,lentesplus.latam,,09/22/2025 08:08,https://www.instagram.com/stories/lentesplus.latam/3727341215206553174,Historia de Instagram,99,89,0,0,,,
17961758195834807,lentesplus.latam,,09/22/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3727339913050952774,Historia de Instagram,100,91,0,0,,,
18074524286122476,lentesplus.latam,,09/22/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3727339905501599581,Historia de Instagram,108,92,0,0,,,
18073739606468841,lentesplus.latam,,09/22/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3727338926130773286,Historia de Instagram,124,98,0,0,,,
18075721451030318,lentesplus.latam,,09/22/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3727338915243568357,Historia de Instagram,121,100,0,0,,,
18036070274492614,lentesplus.latam,,09/22/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3727337901353122491,Historia de Instagram,127,101,0,0,,,
17947389750043846,lentesplus.latam,,09/22/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3727337064296709967,Historia de Instagram,146,110,0,0,,,
18075068066098033,lentesplus.latam,,09/22/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3727337027345015202,Historia de Instagram,168,129,0,0,,,
17873936970332116,lentesplus.latam,,09/21/2025 18:41,https://www.instagram.com/stories/lentesplus.latam/3726934898842292046,Historia de Instagram,624,524,2,0,,,
18096333862711084,lentesplus.latam,,09/19/2025 08:16,https://www.instagram.com/stories/lentesplus.latam/3725170641185085775,Historia de Instagram,163,135,0,0,,,
17994107276829283,lentesplus.latam,,09/19/2025 08:16,https://www.instagram.com/stories/lentesplus.latam/3725170620615422056,Historia de Instagram,162,141,0,0,,,
18137661157433214,lentesplus.latam,,09/19/2025 08:14,https://www.instagram.com/stories/lentesplus.latam/3725169621046472022,Historia de Instagram,166,140,0,0,,,
18040267175446488,lentesplus.latam,,09/19/2025 08:14,https://www.instagram.com/stories/lentesplus.latam/3725169613245463059,Historia de Instagram,173,149,0,0,,,
18306922663223467,lentesplus.latam,,09/19/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3725168604967131749,Historia de Instagram,162,142,0,0,,,
17913881550206612,lentesplus.latam,,09/19/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3725168604464701077,Historia de Instagram,203,159,0,0,,,
18318672553212810,lentesplus.latam,,09/19/2025 08:10,https://www.instagram.com/stories/lentesplus.latam/3725167635621593848,Historia de Instagram,233,175,0,0,,,
18131759065459029,lentesplus.latam,,09/19/2025 08:10,https://www.instagram.com/stories/lentesplus.latam/3725167600726237818,Historia de Instagram,262,218,0,0,,,
17874096705327097,lentesplus.latam,,09/17/2025 15:56,https://www.instagram.com/stories/lentesplus.latam/3723952729825026437,Historia de Instagram,186,157,0,0,,,
18027414797521041,lentesplus.latam,,09/17/2025 14:32,https://www.instagram.com/stories/lentesplus.latam/3723910281605209084,Historia de Instagram,199,170,1,0,,,
18372522769148833,lentesplus.latam,,09/17/2025 08:20,https://www.instagram.com/stories/lentesplus.latam/3723723082612478790,Historia de Instagram,140,111,0,0,,,
18079472957486357,lentesplus.latam,,09/17/2025 08:19,https://www.instagram.com/stories/lentesplus.latam/3723722920670990404,Historia de Instagram,145,118,0,0,,,
18094232482664372,lentesplus.latam,,09/17/2025 08:19,https://www.instagram.com/stories/lentesplus.latam/3723722567619298123,Historia de Instagram,145,118,0,0,,,
17939912465939232,lentesplus.latam,,09/17/2025 08:18,https://www.instagram.com/stories/lentesplus.latam/3723722413528607439,Historia de Instagram,146,119,0,0,,,
18086232709845860,lentesplus.latam,,09/17/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3723716036551177005,Historia de Instagram,146,124,0,0,,,
18165952870365881,lentesplus.latam,,09/17/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3723716024857695761,Historia de Instagram,165,132,0,0,,,
18074060846117258,lentesplus.latam,,09/17/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3723713780694152891,Historia de Instagram,211,171,0,0,,,1
18401921929143623,lentesplus.latam,,09/15/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3722266492101634631,Historia de Instagram,134,117,0,0,,,
18031970375705892,lentesplus.latam,,09/15/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3722266475735293437,Historia de Instagram,136,119,0,0,,,
18057048674434230,lentesplus.latam,,09/15/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3722265487917781590,Historia de Instagram,139,119,0,0,,,
18045577316647581,lentesplus.latam,,09/15/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3722265470427890509,Historia de Instagram,147,122,0,0,,,
18062302307074307,lentesplus.latam,,09/15/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3722264614521480917,Historia de Instagram,166,129,0,0,,,
18086400214881287,lentesplus.latam,,09/15/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3722264559844381834,Historia de Instagram,160,136,0,0,,,
17910046908211290,lentesplus.latam,,09/15/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3722264385084571940,Historia de Instagram,200,167,0,0,,,
18131763301460102,lentesplus.latam,,09/12/2025 08:31,https://www.instagram.com/stories/lentesplus.latam/3720104821043876695,Historia de Instagram,123,105,0,0,,,
18154490809387364,lentesplus.latam,,09/12/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3720092162063420664,Historia de Instagram,133,113,0,0,,,
18074609252027426,lentesplus.latam,,09/12/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3720091145951344643,Historia de Instagram,136,116,0,0,,,
18099591985607267,lentesplus.latam,,08/06/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3693274437414955153,Historia de Instagram,120,119,0,0,,,
18085820071752635,lentesplus.latam,,08/06/2025 08:17,https://www.instagram.com/stories/lentesplus.latam/3693281026421096638,Historia de Instagram,115,110,0,0,,,
18064785857181152,lentesplus.latam,,08/08/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3694722818832272672,Historia de Instagram,157,152,0,0,,,
18070411733089107,lentesplus.latam,,08/08/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3694723030092672973,Historia de Instagram,123,115,0,0,,,
18010779056606054,lentesplus.latam,,08/08/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3694723195752189268,Historia de Instagram,115,108,0,0,,,
17953881837003747,lentesplus.latam,,08/08/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3694723202950206592,Historia de Instagram,112,107,0,0,,,
17991366338827076,lentesplus.latam,,08/08/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3694723999161786898,Historia de Instagram,107,103,0,0,,,
18042217460339706,lentesplus.latam,,08/08/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3694724005882558273,Historia de Instagram,108,102,0,0,,,
18075501052971601,lentesplus.latam,,08/08/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3694725009450342458,Historia de Instagram,103,99,0,0,,,
18020336480543663,lentesplus.latam,,08/08/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3694725025744500510,Historia de Instagram,100,98,0,0,,,
17842657563556242,lentesplus.latam,,08/09/2025 16:40,https://www.instagram.com/stories/lentesplus.latam/3695708612562719680,Historia de Instagram,348,328,1,0,,,
17941471134021118,lentesplus.latam,,08/11/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3696896528023864220,Historia de Instagram,149,141,0,0,,,
17979963179856966,lentesplus.latam,,08/11/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3696896607401631836,Historia de Instagram,119,115,0,0,,,
17871500760409254,lentesplus.latam,,08/11/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3696897314589326546,Historia de Instagram,114,110,0,0,,,
18067963576926080,lentesplus.latam,,08/11/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3696897329781458779,Historia de Instagram,110,106,0,0,,,
18072758260865717,lentesplus.latam,,08/11/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3696898325618282230,Historia de Instagram,106,103,0,0,,,
17914056000168637,lentesplus.latam,,08/11/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3696898336406622467,Historia de Instagram,103,101,0,0,,,
18406409761117318,lentesplus.latam,,08/11/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3696899348498883777,Historia de Instagram,99,98,0,0,,,
18079854322902799,lentesplus.latam,,08/13/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3698346327377601197,Historia de Instagram,170,151,0,0,,,
17915545044168832,lentesplus.latam,,08/13/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3698346550220991890,Historia de Instagram,126,114,0,0,,,
18218772676309937,lentesplus.latam,,08/13/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3698346858695700048,Historia de Instagram,120,109,0,0,,,
18111988423515695,lentesplus.latam,,08/13/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3698346879968363058,Historia de Instagram,118,107,0,0,,,
18022392542738563,lentesplus.latam,,08/13/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3698347892330825046,Historia de Instagram,115,106,0,0,,,
18084958744892341,lentesplus.latam,,08/13/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3698347889209220301,Historia de Instagram,111,99,0,0,,,
17877450045389900,lentesplus.latam,,08/15/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3699826356246753393,Historia de Instagram,272,209,0,0,,,
18087483790813013,lentesplus.latam,,08/15/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3699826361780055349,Historia de Instagram,234,165,0,0,,,
17996703293662945,lentesplus.latam,,08/15/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3699826613239106658,Historia de Instagram,218,157,0,0,,,
17861765025458751,lentesplus.latam,,08/15/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3699826627096997912,Historia de Instagram,198,148,0,0,,,
18085109923840234,lentesplus.latam,,08/15/2025 09:04,https://www.instagram.com/stories/lentesplus.latam/3699827625200908531,Historia de Instagram,197,147,0,0,,,
18068049473175674,lentesplus.latam,,08/15/2025 09:04,https://www.instagram.com/stories/lentesplus.latam/3699827635762065408,Historia de Instagram,183,145,0,0,,,1
18044740388322145,lentesplus.latam,,08/15/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3699828638434636890,Historia de Instagram,178,140,0,0,,,
18084348178681510,lentesplus.latam,,08/15/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3699828642225854020,Historia de Instagram,178,135,0,0,,,
18055305002152043,lentesplus.latam,,08/15/2025 16:59,https://www.instagram.com/stories/lentesplus.latam/3700066720491524391,Historia de Instagram,986,848,1,0,,,
18005264462630528,lentesplus.latam,,08/17/2025 16:34,https://www.instagram.com/stories/lentesplus.latam/3701503686215023454,Historia de Instagram,377,314,2,0,,,
18048871121629903,lentesplus.latam,,08/18/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3701970037187537204,Historia de Instagram,264,187,0,0,,,
17967922904929712,lentesplus.latam,,08/18/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3701970078869562673,Historia de Instagram,242,161,0,0,,,
18174123124342091,lentesplus.latam,,08/18/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3701970741184828954,Historia de Instagram,219,153,0,0,,,
